"the_geom","OBJECTID","NYSStreetID","LeftFromAddress","LeftToAddress","RightFromAddress","RightToAddress","CompleteStreetName","HighwayNumber","Jurisdiction","FCC","ACC","SPEED","LeftPostal","RightPostal","Shape.STLength(m)"
"MULTILINESTRING ((-78.895236031333 42.890436955707, -78.895231249842 42.890436839371, -78.895226561193 42.890435894506, -78.895222107849 42.89043414982, -78.895218025123 42.890431658325, -78.895214437067 42.890428495723, -78.895211452701 42.890424758109, -78.895209162705 42.890420559048, -78.895207636658 42.890416026126, -78.895206920928 42.890411297074, -78.895207037264 42.890406515582, -78.895207982129 42.890401826934, -78.895209726815 42.89039737359, -78.89521221831 42.890393290864, -78.895215380912 42.890389702808, -78.895219118526 42.890386718442, -78.895223317588 42.890384428446, -78.895227850509 42.890382902399, -78.895232579561 42.890382186669, -78.895237361053 42.890382303005, -78.895242049702 42.89038324787, -78.895246503045 42.890384992556, -78.895250585771 42.890387484051, -78.895254173827 42.890390646653, -78.895257158193 42.890394384267, -78.89525944819 42.890398583328, -78.895260974237 42.89040311625, -78.895261689966 42.890407845302, -78.895261573631 42.890412626794, -78.895260628765 42.890417315443, -78.895258884079 42.890421768786, -78.895256392584 42.890425851512, -78.895253229982 42.890429439568, -78.895249492368 42.890432423934, -78.895245293307 42.89043471393, -78.895240760385 42.890436239977, -78.895236031333 42.890436955707))","11,995",,,,,,,,,,,,,,"19.1511488189"
"MULTILINESTRING ((-78.813216149195 42.854606504669, -78.812737177748 42.854942474322, -78.812599108895 42.855029463565, -78.812502142256 42.855078436503, -78.811092124789 42.855945424666, -78.810705133678 42.856201427128))","449","477,800,011","2","64","1","63","Geary Street",,"12","A41","5","25","14210","14210","271.49897468603"
"MULTILINESTRING ((-78.82576619438 42.867271459365, -78.825440096502 42.867146504295))","11,064","477,798,322","1460","1460","1451","1459","Seneca Street","16","01","A21","4","35","14210","14210","30.07038742677"
"MULTILINESTRING ((-78.889643111105 42.890267450396, -78.890423177176 42.891054480922))","9,197","477,792,342",,,,,"Interstate 190 Northbound","190","06","A15","1","65","14201","14201","108.27855374011"
"MULTILINESTRING ((-78.818044074826 42.840417432964, -78.817100141732 42.840401500835))","259","477,801,702","152","176",,,"Harding Road",,"12","A45","5","25","14220","14220","77.24996957926"
"MULTILINESTRING ((-78.884688457007 42.929016419845, -78.884726278696 42.928901921991, -78.884778505409 42.928766145013, -78.884850592651 42.928623741558, -78.884916829655 42.928517263549))","3,128","477,781,535",,,,,"Parking Lot",,"10","A75","6","15","14213","14213","58.69779469222"
"MULTILINESTRING ((-78.84401714804 42.88964550321, -78.84400917609 42.891403484685, -78.84402017555 42.891511429999, -78.844070202839 42.891640482286, -78.844126177619 42.891721434571, -78.844301172883 42.891918494461))","6,788","477,792,472","1026","1198","1033","1199","Smith Street",,"12","A31","4","35","14212","14212","258.67275580441"
"MULTILINESTRING ((-78.878713188033 42.909897434815, -78.878699134742 42.91129447755))","8,402","477,786,805","186","236","187","237","Ashland Avenue",,"12","A40","5","25","14222","14222","155.33244413134"
"MULTILINESTRING ((-78.829324105887 42.894802488649, -78.829303138063 42.894851451198, -78.829281192575 42.894900446493))","6,450","477,790,994",,,,,"Memorial Drive",,"12","A31","4","35","14212","14212","11.44220336654"
"MULTILINESTRING ((-78.88122716197 42.932677452557, -78.881294149156 42.932690484179, -78.88134112637 42.932718511117, -78.881363195535 42.932765481272, -78.881353162994 42.932851447058, -78.881306175902 42.932889507558, -78.881228204854 42.932902509437, -78.881167171707 42.932896478558, -78.881119156131 42.932869477213, -78.881086106382 42.932813516017, -78.88108913046 42.932754439152, -78.881125200624 42.93270450441, -78.881191140692 42.932677505219, -78.88122716197 42.932677452557))","3,152","477,780,064",,,,,"Cleveland Circle",,"12","A61","5","15","14222","14222","76.69039267752"
"MULTILINESTRING ((-78.847913102078 42.889634450544, -78.847907206361 42.890326497476, -78.8479181937 42.891126471298))","6,777","477,792,479","236","298","237","299","Krettner Street",,"12","A40","5","25","14212","14212","165.89054840071"
"MULTILINESTRING ((-78.877163141249 42.880767501339, -78.87714014263 42.880820503053))","7,531","477,828,253",,,,,"Pearl Street",,"12","A30","4","35","14202","14202","6.18566892082"
"MULTILINESTRING ((-78.810430187061 42.938103452941, -78.810429168949 42.938404481928))","1,832","477,778,474","566","576","559","577","Suffolk Street",,"12","A31","4","35","14215","14215","33.46826706064"
"MULTILINESTRING ((-78.867882397366 42.84992512837, -78.867877615907 42.849925009496, -78.867872927731 42.849924062136, -78.867868475286 42.849922315076, -78.867864393858 42.849919821398, -78.867860807459 42.849916656872, -78.867857825059 42.849912917651, -78.867855537277 42.849908717349, -78.867854013627 42.849904183589, -78.867853300404 42.849899454129, -78.867853419278 42.84989467267, -78.867854366638 42.849889984494, -78.867856113698 42.849885532049, -78.867858607376 42.849881450621, -78.867861771902 42.849877864222, -78.867865511123 42.849874881822, -78.867869711425 42.84987259404, -78.867874245185 42.84987107039, -78.867878974645 42.849870357167, -78.867883756104 42.849870476041, -78.86788844428 42.849871423401, -78.867892896725 42.849873170461, -78.867896978153 42.849875664139, -78.867900564552 42.849878828665, -78.867903546952 42.849882567886, -78.867905834734 42.849886768188, -78.867907358384 42.849891301948, -78.867908071607 42.849896031408, -78.867907952733 42.849900812867, -78.867907005373 42.849905501043, -78.867905258313 42.849909953488, -78.867902764635 42.849914034916, -78.867899600109 42.849917621315, -78.867895860888 42.849920603715, -78.867891660586 42.849922891497, -78.867887126826 42.849924415147, -78.867882397366 42.84992512837))","11,896",,,,,,,,,,,,,,"19.1511488189"
"MULTILINESTRING ((-78.897597184689 42.928056510662, -78.897366186287 42.928164508326, -78.897242227785 42.928248507571))","9,420","477,781,688",,,,,"Ramp",,"06","A63","2","45","14213","14213","36.14654643264"
"MULTILINESTRING ((-78.802159180606 42.866027476256, -78.802116100951 42.868634431371))","569","477,798,567","178","276","179","277","South Ogden Street",,"12","A31","4","35","14206","14206","289.85630319259"
"MULTILINESTRING ((-78.835850124642 42.878158483614, -78.834959150735 42.877817510029))","10,935","477,795,494","1056","1080","1047","1077","Clinton Street","354","01","A31","3","35","14206","14206","82.12623575913"
"MULTILINESTRING ((-78.897242227785 42.928248507571, -78.896965365853 42.928418969117, -78.896602125981 42.928688462035))","9,426","477,781,633",,,,,"Ramp","198","06","A63","2","45","14213","14213","71.68488185758"
"MULTILINESTRING ((-78.885507110763 42.892235505222, -78.885292195663 42.892340500483))","9,118","477,791,816",,,,,"Ramp","951L","06","A63","3","45","14201","14201","21.09432625127"
"MULTILINESTRING ((-78.893992183111 42.905000448284, -78.895466110069 42.906562521206))","8,802","477,787,967","674","742","675","741","Prospect Avenue",,"12","A40","4","25","14213","14213","211.37018450992"
"MULTILINESTRING ((-78.82004210827 42.862884436687, -78.819939139939 42.862816477055))","651","477,799,072","1684","1692","1685","1693","Seneca Street","16","01","A31","4","35","14210","14210","11.31414159401"
"MULTILINESTRING ((-78.905133207075 42.938003509733, -78.905691153972 42.939126470537))","9,548","477,778,488",,,,,"Interstate 190 Northbound","190","06","A15","1","65","14207","14207","132.91673521405"
"MULTILINESTRING ((-78.859496206037 42.915302489229, -78.859440199496 42.918077436647))","5,308","477,785,381","474","574","475","579","Masten Avenue",,"12","A41","4","25","14209","14208","308.55899435949"
"MULTILINESTRING ((-78.823644141618 42.892029472288, -78.823653157465 42.893776442422))","6,531","477,791,889","28","90","23","97","Krupp Avenue",,"12","A41","5","25","14212","14212","194.22855531616"
"MULTILINESTRING ((-78.863896140071 42.873717471367, -78.862418132153 42.873453456407))","10,252","477,796,660","362","402","357","401","Perry Street",,"12","A41","4","25","14204","14204","124.37800850637"
"MULTILINESTRING ((-78.854697186821 42.897450470755, -78.853966121175 42.897806458094))","6,960","477,790,126","400","498","363","399","Bfnc Drive",,"12","A40","4","25","14204","14204","71.67789129144"
"MULTILINESTRING ((-78.847316187518 42.878605487441, -78.84567914349 42.878324458567))","10,837","477,795,371","752","898","755","899","North Division Street",,"12","A41","5","25","14210","14210","137.45607662081"
"MULTILINESTRING ((-78.800979139607 42.83550746217, -78.800995074908 42.834463477499))","93","477,802,553","106","134","105","141","Onondaga Avenue",,"03","A41","5","25","14220","14220","116.07438864857"
"MULTILINESTRING ((-78.809557094324 42.892170512335, -78.80955017066 42.892461475173))","950","477,791,836","274","282","273","275","Greene Street",,"12","A41","5","25","14206","14206","32.35374785094"
"MULTILINESTRING ((-78.813712188128 42.911238454837, -78.812501122023 42.911232482705, -78.811615091088 42.911243481926))","1,310","477,786,529","2","98","1","99","Antwerp Street",,"12","A41","5","25","14211","14211","171.39338266626"
"MULTILINESTRING ((-78.856705125192 42.916760487709, -78.856675179806 42.917985464267, -78.856652186778 42.918576434085))","5,259","477,785,044","242","298","239","305","Purdy Street",,"12","A41","5","25","14208","14208","201.94961490294"
"MULTILINESTRING ((-78.833843181152 42.907209458706, -78.832995103182 42.907193510221, -78.832376135394 42.907192474033))","6,022","477,787,487","892","928","889","927","Northampton Street",,"12","A41","4","25","14211","14211","119.92340889559"
"MULTILINESTRING ((-78.82921709846 42.867781508548, -78.829062100242 42.867735468481, -78.828905134856 42.867671486509, -78.828440198567 42.867425497041, -78.828134115555 42.867228479412, -78.827336169 42.866587474759, -78.827190088143 42.866416431078, -78.827134183828 42.866278473678, -78.827119111982 42.866159497915, -78.827132158925 42.865998433519, -78.827217182418 42.865740509822))","11,051","477,798,598",,,,,"Ramp",,"06","A63","4","45","14210","14210","304.2704819559"
"MULTILINESTRING ((-78.834201200113 42.929037463471, -78.833829135073 42.929160508968, -78.833652186376 42.929211462352))","4,265","516,218,856",,,,,"State Route 33","33","01","A15","2","65","14214","14214","48.86141728165"
"MULTILINESTRING ((-78.873243206561 42.881887463865, -78.87310409785 42.882338492527))","7,443","511,383,818","112","124","121","121","Ellicott Street","16","01","A21","4","35","14203","14203","51.42036366981"
"MULTILINESTRING ((-78.892732179592 42.921066438689, -78.892601161914 42.922023491265))","8,587","477,783,791","306","338","305","339","Herkimer Street",,"12","A40","5","25","14213","14213","106.94682977985"
"MULTILINESTRING ((-78.84976612793 42.947641515654, -78.849672117611 42.947641440679))","3,890","477,776,287","1576","1576","1577","1577","Hertel Avenue",,"12","A31","4","35","14216","14216","7.67844385277"
"MULTILINESTRING ((-78.910338425132 42.954948118167, -78.910714163782 42.955393502966, -78.911267154404 42.95601645016, -78.911858154099 42.9565214964))","2,742","600,003,951","2310","2710","2595","2789","Niagara Street","266","01","A31","4","35","14207","14207","214.99084673768"
"MULTILINESTRING ((-78.842964133053 42.934250495641, -78.842775086853 42.934158440676))","4,336","477,779,488","44","50","35","39","Jewett Avenue",,"12","A41","5","25","14214","14214","18.52745260452"
"MULTILINESTRING ((-78.880782146542 42.881512480733, -78.880975211951 42.881664482149))","7,589","477,794,448",,,,,"Interstate 190 Northbound","190","06","A15","1","65","14202","14202","23.12600700464"
"MULTILINESTRING ((-78.809197083326 42.938896454765, -78.809089164187 42.938859444213, -78.808960118871 42.938843485995, -78.806739165841 42.938848503628))","1,823","477,778,358","2","98","1","99","Alice Avenue",,"12","A41","5","25","14215","14215","201.83980389273"
"MULTILINESTRING ((-78.893516166617 42.936986523924, -78.892922189501 42.937852471437))","3,032","477,778,690","6","40","5","37","Military Road","265","01","A31","4","35","14207","14207","107.8166489924"
"MULTILINESTRING ((-78.886467147916 42.93947347612, -78.885618181627 42.939781454346))","3,288","477,778,220","478","502","477","499","Amherst Street",,"12","A31","4","35","14207","14207","77.34429261425"
"MULTILINESTRING ((-78.832144138658 42.923900306149, -78.831970291829 42.923899957638))","5,806","600,033,219",,,,,"Unnamed Street",,"12","A41","5","25","14215","14215","14.2045746152"
"MULTILINESTRING ((-78.836242151219 42.880771459362, -78.836124161023 42.8808844544, -78.835679090811 42.881211459129))","10,937","477,794,686","72","96","73","97","Metcalfe Street",,"12","A41","5","25","14206","14206","67.27972369252"
"MULTILINESTRING ((-78.838394099644 42.869872456897, -78.838172099044 42.870214490837, -78.837161153268 42.871647434362))","10,650","477,797,582","86","198","53","199","Walter Street",,"12","A40","5","25","14210","14210","221.62691683508"
"MULTILINESTRING ((-78.864776170383 42.880827428924, -78.862362196628 42.880413447604))","10,311","477,794,792","274","340","273","335","South Division Street",,"12","A40","4","25","14204","14204","202.67660249774"
"MULTILINESTRING ((-78.831600182788 42.946046461808, -78.83149713543 42.946074496248))","4,071","477,827,506",,,"2949","2951","Main Street","5","01","A25","3","35","14214","14214","8.97526601267"
"MULTILINESTRING ((-78.878504184719 42.88798343273, -78.878674188466 42.888015480277))","7,775","477,792,801","126","130",,,"West Mohawk Street",,"12","A41","5","25","14202","14202","14.34846333239"
"MULTILINESTRING ((-78.826003149809 42.899426461719, -78.826028200832 42.901836470558))","6,414","477,789,635","2","90","1","91","Ruhland Avenue",,"12","A41","5","25","14211","14211","267.95193076348"
"MULTILINESTRING ((-78.821345196195 42.914566500494, -78.820432125104 42.914604493297))","1,386","477,785,622","1150","1176","1153","1179","East Ferry Street",,"12","A31","4","35","14215","14211","74.73460911785"
"MULTILINESTRING ((-78.904505196399 42.962212485025, -78.903999118648 42.962593520439, -78.903730213059 42.962807448527))","2,506","477,772,373","294","340","295","305","Vulcan Street",,"12","A31","4","35","14207","14207","91.55584617688"
"MULTILINESTRING ((-78.854663184437 42.8354404963, -78.853986199762 42.834159478972))","11,682","477,802,586",,,,,"State Route 5","5","01","A15","2","65","14218","14203","152.81795869559"
"MULTILINESTRING ((-78.871691129102 42.906759458491, -78.871236195216 42.908273445735, -78.871058116159 42.908881465265))","8,299","477,787,573","838","908","829","915","Delaware Avenue","384","01","A31","3","35","14222","14209","241.53774399484"
"MULTILINESTRING ((-78.882113202384 42.899404511662, -78.881865158975 42.89953043381, -78.8803801558 42.900287465534))","7,931","477,789,646","342","498","341","499","Hudson Street",,"12","A40","5","25","14201","14201","172.35265175134"
"MULTILINESTRING ((-78.823690111745 42.849642504231, -78.822970083435 42.849622464305, -78.821020142128 42.849608506697, -78.820140180393 42.84959442419, -78.819966186121 42.849612482979, -78.819731137775 42.849652479747))","11,376","477,800,648","2","100","1","107","Como Avenue",,"12","A40","5","25","14220","14220","324.57862013556"
"MULTILINESTRING ((-78.848574203721 42.900162429221, -78.848401091986 42.900159433582))","6,880","477,789,453","542","544","545","549","High Street",,"12","A31","4","35","14211","14211","14.15396764165"
"MULTILINESTRING ((-78.846891117452 42.922005513125, -78.84578916438 42.921984518967))","5,689","477,783,536","278","304","281","307","East Delavan Avenue",,"12","A31","4","35","14208","14208","90.07123902776"
